url_goc,ten_mon,gia,anh_mon
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Canh Giò Gân + 1 Pepsi,123.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgbqdpe8wm4vec
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Canh Thịt Bắp + 1 Pepsi,123.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgbqalo8oz622b
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Canh Thịt Nạc + 1 Pepsi,123.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgbqcjve1nnx09
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Bắp - 2 Người + 2 Pepsi,427.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgbqfylub09b87
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Bắp - 2 Người,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxn0wtmevgkb6
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Bắp - 1 Người,235.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqx55zw4n8ux63
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Bắp + Đùi,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxbm423z8hw2f
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Tai Heo + Thịt Bắp,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxbbxxfrjycfc
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Tai Heo - 1 Người,235.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9fezlygqvk4c3
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Bắp + Nạc,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxbb0j6mwn896
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Tai Heo - 2 Người,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9ff9s0n26bra3
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Đùi - 1 Người,235.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9ff19pdcoxwd2
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Đùi - 2 Người,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxnnnxfsfk457
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Nạc - 2 Người,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9ff90u0u9hj11
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Nạc - 1 Người,235.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9ff8d7lerfycd
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Thịt Đùi + Thịt Nạc,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxbbxbsn83od0
https://www.foody.vn/ho-chi-minh/hoang-ty-group-dac-san-trang-bang-mac-dinh-chi,Bánh Tráng Tai Heo + Thịt Đùi,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxfrl6tf9384a
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Canh Thịt Nạc + 1 Pepsi,123.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgbqcjve1nnx09
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Canh Thịt Bắp + 1 Pepsi,123.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgbqalo8oz622b
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Canh Giò Gân + 1 Pepsi,123.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgbqdpe8wm4vec
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Bắp - 2 Người + 2 Pepsi,427.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgbqfylub09b87
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Bắp - 2 Người,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxn0wtmevgkb6
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Bắp - 1 Người,235.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqx55zw4n8ux63
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Bắp + Đùi,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxbm423z8hw2f
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Tai Heo + Thịt Bắp,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxbbxxfrjycfc
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Tai Heo - 1 Người,235.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9fezlygqvk4c3
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Bắp + Nạc,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxbb0j6mwn896
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Tai Heo - 2 Người,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9ff9s0n26bra3
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Nạc - 1 Người,235.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9ff8d7lerfycd
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Đùi - 2 Người,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxnnnxfsfk457
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Đùi - 1 Người,235.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9ff19pdcoxwd2
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Nạc - 2 Người,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134505-7ra0g-m9ff90u0u9hj11
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Tai Heo + Thịt Đùi,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxfrl6tf9384a
https://www.foody.vn/ho-chi-minh/hoang-ty-dac-san-trang-bang-nguyen-huu-cau,Bánh Tráng Thịt Đùi + Thịt Nạc,371.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxbbxbsn83od0
https://www.foody.vn/ho-chi-minh/bun-mam-mien-tay-tran-quang-khai,Bún mắm đầy đủ,65.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7ras8-m0vugncc638t2c
https://www.foody.vn/ho-chi-minh/bun-mam-mien-tay-tran-quang-khai,Mực,10.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr36ucs20s6118
https://www.foody.vn/ho-chi-minh/bun-mam-mien-tay-tran-quang-khai,Tôm,10.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr36ud8zc0jo4a
https://www.foody.vn/ho-chi-minh/bun-mam-mien-tay-tran-quang-khai,Chả cá,10.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr36udrukejdab
https://www.foody.vn/ho-chi-minh/bun-mam-mien-tay-tran-quang-khai,Chả cua,10.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqxy32twbtzt0b
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bánh xèo rau rừng(quán sẽ lấy rau rừng),60.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqvzxlbj3flw22
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bánh khọt đậu xanh,40.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7ra0g-m83dlk82v4oy8c
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bánh khọt thịt bằm,55.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7ra0g-ma13zs5qntkedd
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bánh xèo 0939288488 nếu lỗi món,60.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7ra0g-m83dksa9r03o4c
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bún heo thịt xào,40.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr2s63sx539gba
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bánh khọt,60.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqvzybuu9g9l31
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Gỏi cuốn tôm thịt,12.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqvzyaydkyhle3
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Chả giò,16.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr79hn12n26c84
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Nui xào bò,50.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr2s57rhzkpl8e
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Miến Xào Tôm,60.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr0gyaatr0k905
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Hủ tiếu xào,50.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr2s589j7s1wd2
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Mì xào bò,50.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqx4zykq8dl024
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Cơm xào bò,50.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr2s6pywmitg3e
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bún thịt heo xào chả giò,55.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr0rhnulkwxwc6
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bánh tráng,10.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mh0gh2ro1qff4a
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Bún Chả Giò (2 Chả Giò),45.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr0q46znnijd6d
https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,Cơm Bò Lúc Lắc,55.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr0gyaxau4lg47
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Mẹt lòng 1 Người,89.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr3b51lupsxwdf
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Mẹt lòng 2 -3 người,169.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr618w1zabo94e
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Lòng xào nghệ,109.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqy7zahogcsk7a
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Phèo chiên mắm,109.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqy82bj8vrgk24
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Óc chưng,59.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqy8mylvhggp60
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Combo 2-3 người,369.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqy8n141thvo61
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Set Lòng Dồi Có Đôi,189.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr3hprrlkgck83
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Dìm heo chiên mắm,119.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqy6y3k9t9z8d9
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Cháo,12.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mdvprvae8m4ja4
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Cháo lòng,59.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr618ucns24kb7
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Bánh hỏi,12.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mdw5susi9oub78
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Xôi Khúc Vuông 6c,70.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqyjdg5movr897
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Nem chua rán xịn,110.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr66o1pu2w1w48
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Chả Cốm Non Ước Lễ,115.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqylg9a3moih8d
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Chả Mực Hạ Long Xịn,240.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqylcyw8ve10d2
https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,Xôi Khúc Vuông 10 C,110.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqyl8tgrjlxg29
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cơm chiên cua,89.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqzhcp2zzbmhb1
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cơm chiên tỏi,59.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqzjl6fg2e9w4e
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cơm Chiên Dưa Bò,69.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqzja4hoef9ga3
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cơm chiên hải sản,89.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqzl6c88q4d5dd
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cơm chiên cá mặn,79.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6mp7upsm8p95
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cơm chiên bò lúc lắc,79.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr3x2thq3frtc8
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cơm chiên trứng,69.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6p5pqbnc906b
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cơm rang bơ cải chua,67.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6n6ws3q8ihd2
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Tôm sốt thái,89.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr3x0hoks2pwf7
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Tôm Hấp bia,79.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6mlsspvdsp9e
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Tôm hấp nước dừa,89.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr3xm58zxsck9d
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cá kèo chiên giòn chấm mắm me,89.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqzk9t56gszo6a
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Đầu cá hồi chiên nước mắm,69.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6mnupbpwp061
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Tôm sốt trứng muối,89.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr3xm4r8nrtlcd
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Tôm rang muối hồng kông,89.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr3x0go87uzdf1
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Cá Lóc Hấp Bầu,145.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6jie3f1sck24
https://www.foody.vn/ho-chi-minh/anh-sieu-oc-hai-san-1a-1b-nguyen-dinh-chieu,Tôm rang tỏi,79.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6nh8yv2rvdcd
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,"Bún thịt nướng + chả giò ""đặc biệt""",50.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqyq97ecgkp0bf
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Bún thịt nướng + chả giò,40.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqyq96q7fwd578
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Bún chả giò,40.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqyp9ntez0skca
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Bún thịt nướng,40.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqyp9ogg1bixe3
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Coca cola lon,15.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqypyf9sfpvo77
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,7up lon,15.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqypyenlc79gba
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Sting Lon,15.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqypyfsno3vd21
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Bún thêm,5.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6a24iktp6s0f
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Thịt nướng thêm,15.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqyoz6zweie170
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Chả giò thêm,15.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqyoz6h164eccf
https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,Rau thêm,5.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr6a250244as4f
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn nhân thịt( chưa bao gồm chả, bánh đậu, nem)",43.500đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx28cp5zabz35
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn nhân thịt( chưa bao gồm chả, bánh đậu, nem)",43.500đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx28cp5zabz35
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn nhân thịt đặc biệt( nhiều nhân, chưa bao gồm chả, bánh đậu,nem)",72.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx28ralq9l62e
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn nhân tôm thịt nấm ( chưa bao gồm chả, bánh đậu, nem)",72.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx291fxveh6fa
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn trứng nhân thịt( chưa bao gồm chả, bánh đậu, nem)",65.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx29b4atslkc9
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn thịt gà nấm( chưa bao gồm chả, bánh đậu, nem)",58.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2a2zdm7f390
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh ướt (không có nhân, chưa bao gồm chả, bánh đậu, nem)",42.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2bmtwsc2564
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn nhân chà bông heo( chưa bao gồm chả, bánh đậu, nem)",53.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2c14jn2mj68
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh ướt trứng vàng( chưa bao gồm chả, bánh đậu, nem)",49.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2d483dbt401
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn nhân chà bông tôm( chưa bao gồm chả, bánh đậu, nem)",53.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2dffuy6ml91
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,"Bánh cuốn nhân thịt nấm( chưa bao gồm chả, bánh đậu, nem)",58.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2dof4o3k978
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,Bánh đậu,12.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx3byfsteru6b
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,Hành phi (1 đĩa),6.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2wbtno9anf5
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,Nem Huế (2 miếng),23.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2wls0vyfd7a
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,Tinh Chất Cà Cuống (1 giọt),6.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,Chả lụa (1KG),345.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-820l4-mgx2wxocs45m92
https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,Bún chả,68.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqx2hrqnkzo9a7
https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,Bún chả giò,68.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqvtxih0hw3off
https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,Miến xào cua,120.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqvtz5p1twux1b
https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,Bún bánh tôm,68.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqx2irpl28joa0
https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,Chả giò,200.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lr36y1rff1l014
https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,Chả giò (cái),20.000đ,https://down-bs-vn.img.susercontent.com/vn-11134517-7r98o-lqvtwfrv601wd2
